policy_id,age,gender,territory,vehicle_type,annual_miles,driving_experience_years,exposure,claim_count,total_claim_amount
P0000429,19,M,A,sedan,28078,0.0,0.7809,0,0.0
P0000430,63,M,C,sedan,14464,46.7,0.8887,2,4527.78
P0000431,23,F,C,sedan,19098,4.1,0.7857,0,0.0
P0000432,64,F,B,sedan,5840,49.1,0.7469,0,0.0
P0000433,70,M,C,sedan,28007,53.7,0.5853,0,0.0
P0000434,26,F,C,suv,33210,10.8,0.6461,1,6354.12
P0000435,45,M,A,suv,32232,26.9,0.7261,0,0.0
P0000436,25,F,A,truck,14567,8.4,0.9928,0,0.0
P0000437,53,M,A,sedan,7758,34.5,0.8043,0,0.0
P0000438,76,F,B,sedan,7943,58.7,0.9724,0,0.0
P0000439,23,M,C,sedan,16783,9.9,0.6293,0,0.0
P0000440,43,F,B,suv,5078,26.5,0.5345,0,0.0
P0000441,79,F,A,sedan,10548,65.1,0.9892,0,0.0
P0000442,36,M,C,sedan,23956,18.3,0.6648,0,0.0
P0000443,26,M,B,suv,6299,7.9,0.7677,0,0.0
P0000444,48,M,A,sedan,24250,29.7,0.5356,0,0.0
P0000445,50,M,C,suv,31901,33.2,0.9302,2,10776.45
P0000446,59,F,A,suv,35842,45.3,0.5003,0,0.0
P0000447,37,M,B,truck,35121,19.6,0.953,0,0.0
P0000448,78,F,B,sedan,13946,60.2,0.5827,0,0.0
P0000449,50,M,C,sedan,25015,33.4,0.5917,0,0.0
P0000450,36,F,A,suv,6442,18.8,0.9129,0,0.0
P0000451,78,F,A,sedan,12391,64.8,0.6931,0,0.0
P0000452,76,M,B,sedan,29160,58.9,0.628,0,0.0
P0000453,49,M,C,sedan,11354,32.2,0.7982,0,0.0
P0000454,19,F,A,sedan,14442,4.4,0.6272,0,0.0
P0000455,55,M,A,sedan,17723,36.9,0.6433,0,0.0
P0000456,52,M,C,suv,15250,36.0,0.5228,0,0.0
P0000457,27,F,C,truck,27923,9.5,0.7697,0,0.0
P0000458,57,M,A,sedan,33139,39.0,0.5647,0,0.0
P0000459,70,F,A,suv,21690,52.3,0.9186,0,0.0
P0000460,24,F,B,truck,22836,9.7,0.8755,1,1307.11
P0000461,63,M,B,sedan,27686,46.8,0.6427,0,0.0
P0000462,26,F,B,suv,17410,4.7,0.7669,0,0.0
P0000463,65,F,C,sedan,19090,45.2,0.7887,0,0.0
P0000464,44,M,A,truck,34467,25.3,0.8332,0,0.0
P0000465,18,F,C,sedan,16941,0.5,0.7095,0,0.0
P0000466,78,M,A,sedan,13224,63.0,0.8263,0,0.0
P0000467,28,M,C,truck,5653,11.3,0.5847,0,0.0
P0000468,55,F,A,suv,5665,38.8,0.7355,0,0.0
P0000469,29,F,A,sedan,28832,12.2,0.547,0,0.0
P0000470,76,F,A,suv,12157,61.9,0.9705,1,8538.76
P0000471,64,M,A,truck,27951,45.1,0.7007,0,0.0
P0000472,68,F,B,sedan,6367,56.4,0.8087,0,0.0
P0000473,45,M,B,sedan,29647,26.3,0.7449,0,0.0
P0000474,47,F,C,sedan,17640,28.2,0.5134,0,0.0
P0000475,57,M,B,truck,30293,35.3,0.5314,0,0.0
P0000476,67,F,B,sedan,30763,50.5,0.6323,0,0.0
P0000477,71,F,A,sedan,22684,55.0,0.8375,0,0.0
P0000478,19,F,C,sedan,35230,1.8,0.8207,0,0.0
P0000479,59,M,A,sedan,34319,40.9,0.594,0,0.0
P0000480,24,M,A,suv,26709,7.2,0.7443,0,0.0
P0000481,36,F,A,sedan,20254,21.4,0.6835,0,0.0
P0000482,70,F,A,sedan,33709,51.9,0.7843,0,0.0
P0000483,33,F,B,sedan,35054,16.0,0.6673,0,0.0
P0000484,68,F,A,sedan,17664,53.0,0.9481,0,0.0
P0000485,47,M,A,sedan,15056,33.2,0.7362,0,0.0
P0000486,32,M,C,sedan,14383,10.1,0.7133,0,0.0
P0000487,39,M,A,suv,33993,20.3,0.8517,0,0.0
P0000488,51,F,B,sedan,9780,32.9,0.8903,0,0.0
P0000489,66,F,A,sedan,5098,49.2,0.7188,0,0.0
P0000490,56,M,C,suv,20527,37.6,0.5545,0,0.0
P0000491,76,F,B,suv,34491,61.1,0.5425,2,8480.98
P0000492,72,M,A,suv,15135,54.6,0.6634,0,0.0
P0000493,65,F,C,truck,20640,47.5,0.8663,0,0.0
P0000494,55,F,B,sedan,8333,40.1,0.8268,0,0.0
P0000495,36,M,A,sedan,30431,19.2,0.6439,0,0.0
P0000496,43,F,B,sedan,33889,26.8,0.5022,0,0.0
P0000497,25,M,B,sedan,24657,9.5,0.8213,0,0.0
P0000498,41,F,A,truck,8834,25.1,0.7822,0,0.0
P0000499,76,F,A,suv,8034,62.4,0.8862,0,0.0
P0000500,44,F,A,suv,27931,24.9,0.8431,0,0.0
P0000501,25,F,B,truck,8979,4.9,0.6235,1,2222.88
P0000502,59,F,C,truck,7110,43.9,0.8664,0,0.0
P0000503,78,F,B,sedan,32594,58.8,0.7432,0,0.0
P0000504,72,M,C,truck,21340,55.1,0.7874,0,0.0
P0000505,35,M,A,sedan,23446,18.0,0.6785,0,0.0
P0000506,46,F,C,sedan,25918,31.6,0.8953,0,0.0
P0000507,51,F,C,suv,15683,35.1,0.598,0,0.0
P0000508,33,F,B,truck,12270,14.9,0.6023,0,0.0
P0000509,34,M,A,suv,21095,19.0,0.6187,0,0.0
P0000510,32,M,A,sedan,7345,16.5,0.8948,0,0.0
P0000511,80,F,A,truck,14150,64.0,0.8641,0,0.0
P0000512,64,M,B,sedan,23394,53.8,0.6348,0,0.0
P0000513,70,F,C,suv,34232,52.3,0.5719,0,0.0
P0000514,69,F,A,sedan,23690,50.7,0.5141,0,0.0
P0000515,78,F,A,sedan,28295,60.3,0.8419,0,0.0
P0000516,24,M,A,sedan,14671,5.1,0.7694,0,0.0
P0000517,73,F,B,truck,6768,56.9,0.8512,0,0.0
P0000518,22,F,B,truck,16661,1.4,0.8541,0,0.0
P0000519,47,F,A,sedan,26425,31.7,0.9224,0,0.0
P0000520,55,M,C,sedan,6413,38.4,0.708,0,0.0
P0000521,40,F,A,sedan,31847,23.6,0.9136,0,0.0
P0000522,27,F,B,suv,14169,9.6,0.7179,1,1064.3
P0000523,30,F,B,suv,26317,13.5,0.8539,0,0.0
P0000524,69,M,A,suv,32360,52.2,0.7756,0,0.0
P0000525,38,F,B,sedan,23954,22.4,0.9607,0,0.0
P0000526,37,M,B,sedan,10310,20.9,0.6851,0,0.0
P0000527,76,F,B,truck,12925,63.5,0.8449,0,0.0
P0000528,27,F,C,suv,19509,8.4,0.799,1,737.71
P0000529,75,M,B,sedan,35349,60.0,0.9993,1,3177.92
P0000530,76,M,A,sedan,25981,60.0,0.5386,0,0.0
P0000531,55,F,C,sedan,24112,40.1,0.7991,0,0.0
P0000532,28,M,C,sedan,29889,9.9,0.6162,0,0.0
P0000533,27,F,A,sedan,9384,11.1,0.9421,0,0.0
P0000534,35,F,C,suv,7515,22.9,0.8972,0,0.0
P0000535,54,M,C,sedan,23084,36.4,0.8309,0,0.0
P0000536,27,M,A,sedan,23346,11.5,0.7402,0,0.0
P0000537,46,F,B,suv,12980,29.0,0.8406,0,0.0
P0000538,25,M,A,sedan,24445,6.3,0.7772,1,2477.47
P0000539,52,F,B,sedan,9745,37.0,0.6436,0,0.0
P0000540,19,F,C,truck,11118,2.1,0.9097,0,0.0
P0000541,62,M,A,sedan,32711,46.5,0.7563,0,0.0
P0000542,21,M,B,suv,5956,2.0,0.6286,0,0.0
P0000543,30,M,A,sedan,22291,12.8,0.8322,0,0.0
P0000544,29,M,B,sedan,31175,12.0,0.5093,0,0.0
P0000545,70,M,C,sedan,27102,55.5,0.86,0,0.0
P0000546,21,F,A,suv,18642,2.5,0.7352,0,0.0
P0000547,45,M,B,sedan,14747,26.2,0.8172,0,0.0
P0000548,55,M,A,suv,6884,39.5,0.5786,0,0.0
P0000549,50,M,B,sedan,8852,32.7,0.8591,0,0.0
P0000550,60,F,B,suv,22918,41.8,0.8616,0,0.0
P0000551,68,F,B,sedan,21383,46.6,0.8708,0,0.0
P0000552,42,F,A,sedan,16684,24.2,0.7336,1,372.74
P0000553,70,F,B,suv,14066,53.0,0.8203,0,0.0
P0000554,38,F,B,sedan,7486,21.3,0.7746,0,0.0
P0000555,80,M,B,sedan,8819,63.2,0.6165,0,0.0
P0000556,49,M,B,suv,13900,30.5,0.5115,0,0.0
P0000557,64,F,C,suv,33635,48.8,0.7068,0,0.0
P0000558,73,F,A,suv,15131,54.1,0.9075,0,0.0
P0000559,67,M,A,sedan,8587,53.1,0.6611,0,0.0
P0000560,71,F,C,sedan,22822,52.7,0.8745,0,0.0
P0000561,51,M,A,sedan,8921,32.1,0.8198,0,0.0
P0000562,20,F,C,sedan,17503,1.4,0.6766,0,0.0
P0000563,49,F,B,sedan,27567,31.5,0.5003,0,0.0
P0000564,29,F,C,sedan,8316,11.2,0.7155,0,0.0
P0000565,74,M,B,sedan,33609,57.8,0.6964,1,9287.77
P0000566,32,F,C,suv,24695,17.2,0.5694,0,0.0
P0000567,32,M,B,sedan,33344,14.5,0.9094,0,0.0
P0000568,33,F,B,sedan,27592,15.9,0.9777,0,0.0
P0000569,58,F,A,sedan,34941,39.2,0.5606,0,0.0
P0000570,53,M,A,sedan,20726,36.3,0.6155,0,0.0
P0000571,77,F,A,suv,5505,59.7,0.8162,0,0.0
P0000572,44,F,C,sedan,6963,26.4,0.9754,0,0.0
P0000573,35,F,A,sedan,10681,16.9,0.967,0,0.0
P0000574,21,M,C,truck,8199,2.1,0.9657,0,0.0
P0000575,18,F,B,sedan,30043,2.9,0.7201,0,0.0
P0000576,41,F,A,sedan,34284,22.6,0.993,0,0.0
P0000577,76,M,C,suv,24271,59.4,0.6823,0,0.0
P0000578,50,M,A,suv,10870,31.7,0.5433,0,0.0
P0000579,74,M,B,truck,35353,54.0,0.8522,0,0.0
P0000580,24,M,B,truck,14532,11.2,0.7781,0,0.0
P0000581,23,M,A,suv,32347,3.6,0.8997,0,0.0
P0000582,70,F,A,sedan,26312,53.2,0.8106,1,2743.21
P0000583,24,F,B,sedan,18572,8.7,0.9103,0,0.0
P0000584,21,M,A,sedan,29546,4.9,0.6719,0,0.0
P0000585,43,M,C,suv,25581,28.1,0.644,0,0.0
P0000586,76,M,B,truck,33241,58.0,0.8786,2,12043.8
P0000587,61,M,A,sedan,23838,46.1,0.7489,0,0.0
P0000588,24,F,A,truck,17250,4.6,0.5897,0,0.0
P0000589,70,F,A,suv,7935,51.6,0.6875,0,0.0
P0000590,71,M,C,sedan,35761,53.5,0.9003,0,0.0
P0000591,68,F,B,truck,29188,55.1,0.962,0,0.0
P0000592,74,M,A,suv,8220,59.6,0.8802,0,0.0
P0000593,33,M,B,sedan,23811,16.2,0.8591,0,0.0
P0000594,79,F,B,sedan,30622,62.1,0.9058,0,0.0
P0000595,38,M,B,sedan,26696,19.1,0.6003,0,0.0
P0000596,68,M,A,sedan,13435,56.8,0.7898,0,0.0
P0000597,54,M,A,suv,9283,38.5,0.7971,0,0.0
P0000598,67,F,A,truck,34049,48.3,0.973,1,5661.97
P0000599,57,M,B,suv,16480,40.7,0.5077,0,0.0
P0000600,58,F,B,truck,31945,41.9,0.9853,0,0.0
P0000601,56,M,A,truck,19430,42.2,0.863,1,4927.04
P0000602,67,F,A,sedan,28630,47.9,0.5112,0,0.0
P0000603,64,M,B,suv,12531,48.0,0.7594,0,0.0
P0000604,26,M,A,suv,23716,6.8,0.5349,0,0.0
P0000605,70,M,B,sedan,22368,50.1,0.8017,0,0.0
P0000606,51,M,B,sedan,11648,31.4,0.7258,0,0.0
P0000607,38,F,A,suv,26111,21.1,0.8862,0,0.0
P0000608,50,M,B,truck,19319,34.0,0.7897,0,0.0
P0000609,78,F,A,truck,25259,62.1,0.8932,0,0.0
P0000610,72,M,B,sedan,6078,51.1,0.6844,0,0.0
P0000611,70,F,A,suv,8811,53.4,0.9284,0,0.0
P0000612,47,M,B,sedan,26991,27.9,0.9332,0,0.0
P0000613,67,F,B,truck,35874,49.0,0.8277,0,0.0
P0000614,42,M,A,suv,8592,25.8,0.6319,0,0.0
P0000615,61,M,B,truck,5786,44.5,0.9957,0,0.0
P0000616,58,F,C,truck,13006,38.6,0.9089,0,0.0
P0000617,33,F,C,sedan,6323,15.9,0.9258,0,0.0
P0000618,34,M,A,truck,12596,17.9,0.5058,0,0.0
P0000619,21,M,A,suv,26453,5.6,0.9131,0,0.0
P0000620,26,F,A,sedan,29426,8.4,0.6089,1,4006.51
P0000621,45,F,C,sedan,24557,29.0,0.7541,0,0.0
P0000622,48,F,B,suv,17420,29.8,0.8521,0,0.0
P0000623,28,M,A,sedan,9802,5.9,0.7051,0,0.0
P0000624,44,M,B,sedan,21570,26.0,0.6218,0,0.0
P0000625,56,F,A,suv,34911,35.4,0.7501,0,0.0
P0000626,32,M,B,sedan,11467,16.4,0.6499,0,0.0
P0000627,39,M,B,sedan,21818,20.6,0.8077,0,0.0
P0000628,41,M,B,suv,15357,21.5,0.5549,0,0.0
P0000629,49,F,B,sedan,16092,29.2,0.7042,0,0.0
P0000630,41,F,A,suv,20868,21.4,0.7958,0,0.0
P0000631,64,F,B,sedan,10244,47.0,0.9953,0,0.0
P0000632,38,F,B,truck,11020,19.2,0.7477,0,0.0
P0000633,45,F,A,sedan,6271,30.0,0.7129,0,0.0
P0000634,41,F,C,truck,26384,20.8,0.9946,1,639.27
P0000635,29,F,C,suv,33176,13.9,0.9627,0,0.0
P0000636,61,M,C,truck,18927,41.5,0.8365,0,0.0
P0000637,32,F,B,suv,24227,12.9,0.7724,0,0.0
P0000638,36,M,A,sedan,35493,16.9,0.6354,0,0.0
P0000639,67,F,B,sedan,28538,45.9,0.8119,0,0.0
P0000640,77,M,A,suv,12642,57.9,0.917,0,0.0
P0000641,60,F,A,suv,29049,45.7,0.9908,0,0.0
P0000642,75,M,B,suv,17277,56.8,0.5855,0,0.0
P0000643,71,M,A,sedan,34734,57.8,0.637,0,0.0
P0000644,48,F,A,suv,33664,31.2,0.9422,0,0.0
P0000645,66,M,C,sedan,6285,49.8,0.9305,0,0.0
P0000646,38,F,A,suv,32465,19.7,0.8583,0,0.0
P0000647,47,M,B,suv,12447,31.6,0.5519,0,0.0
P0000648,51,F,C,sedan,20009,35.6,0.8531,0,0.0
P0000649,78,F,B,suv,28222,60.0,0.7345,0,0.0
P0000650,71,F,A,sedan,8831,51.7,0.6856,0,0.0
P0000651,48,M,B,suv,5495,31.0,0.6253,0,0.0
P0000652,59,F,C,suv,17672,37.4,0.659,0,0.0
P0000653,30,M,C,sedan,23031,13.7,0.7679,0,0.0
P0000654,68,F,A,sedan,23207,49.6,0.581,0,0.0
P0000655,52,F,A,suv,34521,34.3,0.7547,0,0.0
P0000656,51,F,B,suv,12881,34.7,0.5241,0,0.0
P0000657,66,M,A,sedan,27078,46.4,0.7053,0,0.0
P0000658,57,M,C,sedan,10925,41.8,0.98,0,0.0
P0000659,22,F,B,sedan,18946,9.2,0.8695,0,0.0
P0000660,36,M,C,suv,21474,19.3,0.5343,0,0.0
P0000661,29,F,C,sedan,18312,12.5,0.8439,1,2183.68
P0000662,64,F,B,suv,10456,44.9,0.5981,0,0.0
P0000663,20,M,C,suv,10903,5.5,0.7371,0,0.0
P0000664,30,F,B,truck,32110,12.0,0.6471,0,0.0
P0000665,55,F,A,truck,34466,37.2,0.9671,0,0.0
P0000666,61,M,C,sedan,7301,43.4,0.5272,1,8005.02
P0000667,49,F,B,suv,12207,29.9,0.9405,0,0.0
P0000668,72,M,C,suv,35609,55.0,0.8507,0,0.0
P0000669,75,M,A,truck,8619,57.9,0.6814,0,0.0
P0000670,26,M,A,suv,21676,8.1,0.9398,0,0.0
P0000671,78,M,C,sedan,13973,61.2,0.7032,0,0.0
P0000672,56,M,A,truck,35490,41.7,0.8492,0,0.0
P0000673,58,F,B,sedan,28088,41.8,0.8939,0,0.0
P0000674,23,M,B,truck,28296,6.5,0.6432,0,0.0
P0000675,57,F,A,sedan,7033,41.1,0.5361,0,0.0
P0000676,63,M,A,sedan,9739,46.6,0.9341,0,0.0
P0000677,54,F,C,truck,29638,36.6,0.6156,0,0.0
P0000678,23,M,A,suv,12050,6.5,0.9659,0,0.0
P0000679,50,M,B,suv,18463,31.3,0.6575,0,0.0
P0000680,76,F,B,sedan,8315,57.3,0.7074,0,0.0
P0000681,63,M,B,sedan,5688,50.8,0.7152,0,0.0
P0000682,26,F,B,sedan,27601,11.9,0.7339,0,0.0
P0000683,78,F,A,suv,10500,65.8,0.9814,1,3959.11
P0000684,78,M,C,sedan,10228,61.5,0.6225,2,8636.67
P0000685,28,F,A,sedan,31137,11.7,0.8041,0,0.0
P0000686,68,F,A,sedan,27151,50.7,0.6471,0,0.0
P0000687,43,F,C,truck,11628,24.3,0.5655,0,0.0
P0000688,55,F,A,truck,31644,38.1,0.6444,0,0.0
P0000689,46,M,A,sedan,35083,30.2,0.7762,0,0.0
P0000690,67,M,C,truck,17763,50.0,0.8035,0,0.0
P0000691,80,M,A,sedan,19084,64.0,0.6319,1,4113.36
P0000692,68,F,A,sedan,25492,54.0,0.9937,1,4958.77
P0000693,76,M,B,sedan,9560,57.1,0.6814,1,3562.46
P0000694,77,M,C,truck,32751,59.2,0.916,1,12661.71
P0000695,23,M,C,sedan,8879,3.1,0.5175,0,0.0
P0000696,33,F,C,sedan,28346,18.5,0.8476,0,0.0
P0000697,63,F,C,truck,22886,49.2,0.6517,0,0.0
P0000698,55,M,A,suv,9053,39.9,0.7684,0,0.0
P0000699,21,M,B,suv,18699,3.2,0.9183,0,0.0
P0000700,23,F,A,suv,14067,4.3,0.8624,0,0.0
P0000701,50,M,C,suv,34056,32.4,0.6798,0,0.0
P0000702,56,F,C,sedan,21604,38.7,0.8662,0,0.0
P0000703,28,F,A,suv,16405,9.3,0.707,0,0.0
P0000704,28,M,C,sedan,13192,11.9,0.5317,0,0.0
P0000705,26,M,B,sedan,9423,6.9,0.8328,1,2223.77
P0000706,53,F,A,truck,20683,32.0,0.9684,0,0.0
P0000707,18,M,B,sedan,20795,3.1,0.5418,0,0.0
P0000708,54,M,C,sedan,34537,37.5,0.8438,0,0.0
P0000709,47,F,A,sedan,25091,32.8,0.9199,0,0.0
P0000710,47,M,A,truck,19048,31.9,0.7983,0,0.0
P0000711,60,M,C,truck,16545,42.2,0.7427,0,0.0
P0000712,50,M,B,sedan,13111,36.4,0.6186,0,0.0
P0000713,63,M,B,sedan,25048,47.6,0.5969,0,0.0
P0000714,66,M,B,suv,9543,46.9,0.6981,0,0.0
P0000715,75,F,B,suv,5187,57.6,0.8206,0,0.0
P0000716,68,F,A,sedan,32934,49.5,0.6573,1,2826.84
P0000717,50,M,A,sedan,6040,35.6,0.7442,0,0.0
P0000718,49,M,C,suv,12123,31.9,0.8,0,0.0
P0000719,32,F,B,sedan,22310,11.2,0.605,0,0.0
P0000720,55,F,B,suv,11002,39.3,0.8707,0,0.0
P0000721,26,M,C,sedan,25773,10.0,0.8143,0,0.0
P0000722,76,F,A,truck,22085,57.8,0.7959,1,4617.11
P0000723,71,F,C,suv,7327,55.8,0.7391,1,10379.05
P0000724,25,M,C,suv,19313,6.6,0.6824,0,0.0
P0000725,67,M,C,suv,30745,53.6,0.7744,2,6728.52
P0000726,25,M,A,sedan,16955,12.9,0.8829,0,0.0
P0000727,63,M,A,sedan,26002,45.4,0.853,0,0.0
P0000728,23,F,B,suv,22938,8.0,0.8689,0,0.0
P0000729,48,M,C,suv,19277,32.1,0.6047,0,0.0
P0000730,59,F,C,truck,22651,40.2,0.8898,0,0.0
P0000731,63,F,B,sedan,20098,44.8,0.6677,0,0.0
P0000732,44,M,B,suv,7120,29.5,0.6165,0,0.0
P0000733,76,M,A,sedan,18527,58.0,0.5608,0,0.0
P0000734,66,M,B,sedan,17862,49.6,0.9152,0,0.0
P0000735,31,F,C,sedan,29144,13.2,0.8116,1,1516.1
P0000736,60,M,C,truck,27350,43.0,0.9207,2,8570.54
P0000737,64,M,A,suv,22786,50.0,0.7807,0,0.0
P0000738,39,M,C,sedan,16832,23.4,0.9301,0,0.0
P0000739,64,M,A,suv,24530,51.8,0.7783,0,0.0
P0000740,74,F,B,sedan,35927,56.6,0.8229,0,0.0
P0000741,69,M,B,sedan,30947,51.2,0.5282,0,0.0
P0000742,66,M,B,sedan,12296,50.4,0.8348,0,0.0
P0000743,57,M,C,sedan,13692,40.2,0.7989,0,0.0
P0000744,35,M,B,sedan,20387,19.9,0.621,0,0.0
P0000745,68,M,A,sedan,25473,48.5,0.5564,0,0.0
P0000746,40,F,A,suv,25891,25.6,0.6736,0,0.0
P0000747,51,F,B,truck,29277,34.6,0.5301,0,0.0
P0000748,37,M,B,truck,21983,22.6,0.8004,1,5197.23
P0000749,37,M,B,sedan,30554,19.5,0.773,0,0.0
P0000750,27,M,A,suv,6211,7.9,0.9589,0,0.0
P0000751,78,F,A,sedan,11735,65.2,0.7588,1,5850.31
P0000752,27,F,C,sedan,20923,8.7,0.8649,0,0.0
P0000753,23,M,B,suv,21194,2.7,0.832,0,0.0
P0000754,76,M,B,sedan,34959,58.7,0.8498,1,4202.29
P0000755,52,F,B,suv,25444,36.3,0.6568,0,0.0
P0000756,45,M,A,truck,17606,28.1,0.7077,0,0.0
P0000757,64,F,A,sedan,23184,48.1,0.5599,0,0.0
P0000758,42,F,A,truck,8601,21.1,0.8252,0,0.0
P0000759,26,F,B,sedan,17133,7.3,0.6512,0,0.0
P0000760,63,F,A,truck,5659,44.2,0.7744,0,0.0
P0000761,29,F,A,suv,9653,7.7,0.9608,0,0.0
P0000762,52,M,C,sedan,17780,32.3,0.8415,0,0.0
P0000763,77,M,A,sedan,5155,60.2,0.6338,0,0.0
P0000764,76,M,B,sedan,10744,58.9,0.7573,0,0.0
P0000765,40,F,A,suv,32717,18.3,0.8011,0,0.0
P0000766,67,F,A,sedan,30875,51.5,0.9251,0,0.0
P0000767,56,F,A,truck,22625,39.3,0.8969,0,0.0
P0000768,48,M,C,sedan,34519,33.0,0.6576,0,0.0
P0000769,26,F,B,truck,5957,12.6,0.9598,0,0.0
P0000770,41,M,B,sedan,34156,25.8,0.5737,0,0.0
P0000771,59,M,C,suv,20380,43.7,0.638,0,0.0
P0000772,80,M,A,truck,16610,64.3,0.5169,0,0.0
P0000773,18,F,B,sedan,29510,0.0,0.6556,1,1551.6
P0000774,63,M,A,sedan,19097,46.0,0.707,0,0.0
P0000775,71,F,B,suv,23642,52.0,0.6207,0,0.0
P0000776,77,F,C,suv,14767,59.7,0.5063,0,0.0
P0000777,44,M,A,truck,21246,26.6,0.5053,0,0.0
P0000778,25,M,C,sedan,9000,8.6,0.962,0,0.0
P0000779,35,M,B,truck,11662,14.1,0.8674,0,0.0
P0000780,71,F,A,truck,22330,54.8,0.8492,0,0.0
P0000781,73,M,A,suv,34255,54.2,0.8929,0,0.0
P0000782,58,M,B,sedan,10772,43.4,0.8471,0,0.0
P0000783,25,F,B,sedan,22932,8.5,0.5307,0,0.0
P0000784,25,M,A,truck,6841,4.0,0.9629,0,0.0
P0000785,48,F,B,suv,20693,29.6,0.7144,0,0.0
P0000786,55,M,A,suv,31332,40.8,0.7267,0,0.0
P0000787,20,M,C,truck,15519,5.1,0.9433,1,3362.79
P0000788,61,M,A,sedan,29753,40.8,0.6023,0,0.0
P0000789,52,M,B,suv,17185,34.8,0.6564,0,0.0
P0000790,18,F,C,suv,33714,1.6,0.9275,1,1636.15
P0000791,24,M,B,truck,24490,8.6,0.7598,0,0.0
P0000792,46,M,C,suv,15149,29.6,0.7101,0,0.0
P0000793,63,F,C,sedan,13221,43.2,0.9773,0,0.0
P0000794,70,F,A,sedan,31992,54.4,0.9444,1,1856.46
P0000795,45,M,A,truck,19908,29.2,0.9437,0,0.0
P0000796,36,M,B,suv,17352,17.8,0.6061,0,0.0
P0000797,79,F,A,sedan,23188,64.1,0.9219,0,0.0
P0000798,46,M,B,truck,7256,30.9,0.8283,1,4281.32
P0000799,37,M,A,sedan,10699,20.0,0.8458,0,0.0
P0000800,45,F,C,sedan,19193,27.9,0.5239,0,0.0
P0000801,18,F,B,truck,14024,2.6,0.7779,0,0.0
P0000802,37,M,B,suv,22167,19.1,0.6093,0,0.0
P0000803,50,M,B,truck,15799,32.6,0.9636,0,0.0
P0000804,75,M,C,truck,18394,61.9,0.7808,0,0.0
P0000805,64,F,B,suv,29155,45.4,0.8087,0,0.0
P0000806,67,M,C,sedan,29348,51.1,0.6216,0,0.0
P0000807,52,M,C,truck,14066,33.4,0.7107,1,2401.97
P0000808,24,M,A,suv,15906,2.8,0.7647,0,0.0
P0000809,42,F,A,suv,24835,25.1,0.906,0,0.0
P0000810,80,M,A,suv,33552,64.3,0.8058,0,0.0
P0000811,20,F,B,sedan,21877,0.2,0.5565,0,0.0
P0000812,73,F,B,sedan,7299,57.7,0.7254,0,0.0
P0000813,61,M,A,suv,23477,40.2,0.6478,0,0.0
P0000814,35,M,C,suv,27332,18.9,0.7695,0,0.0
P0000815,67,M,A,sedan,34035,51.3,0.7349,0,0.0
P0000816,70,M,C,sedan,33798,48.3,0.5112,0,0.0
P0000817,20,F,B,sedan,26406,2.3,0.6038,0,0.0
P0000818,24,F,B,suv,22148,3.8,0.83,1,919.97
P0000819,59,F,A,sedan,10193,42.1,0.7722,0,0.0
P0000820,80,F,B,suv,32239,63.2,0.5266,1,19073.31
P0000821,19,M,C,suv,19776,7.9,0.7988,0,0.0
P0000822,59,M,A,sedan,26446,40.0,0.7516,0,0.0
P0000823,26,M,B,suv,27787,8.2,0.5751,0,0.0
P0000824,58,F,B,truck,5450,41.2,0.501,0,0.0
P0000825,57,F,A,sedan,16570,38.8,0.6677,0,0.0
P0000826,23,F,B,sedan,25808,5.9,0.8898,0,0.0
P0000827,60,M,B,sedan,19679,44.9,0.5665,0,0.0
P0000828,74,F,C,suv,25353,56.3,0.9722,1,808.58
P0000829,72,M,B,truck,22433,55.4,0.7712,0,0.0
P0000830,19,M,A,suv,5000,0.5,0.8792,1,176.31
P0000831,33,M,C,truck,14478,16.6,0.9884,1,2828.55
P0000832,33,F,A,suv,17683,16.9,0.6313,0,0.0
P0000833,46,F,C,sedan,16927,30.1,0.7914,0,0.0
P0000834,27,M,B,sedan,6202,11.8,0.6703,0,0.0
P0000835,71,M,A,suv,5575,55.0,0.5423,0,0.0
P0000836,66,F,B,suv,14082,48.1,0.8968,0,0.0
P0000837,68,M,A,suv,31385,52.5,0.506,0,0.0
P0000838,30,F,C,suv,35584,15.4,0.9344,0,0.0
P0000839,18,F,C,sedan,30939,0.0,0.8973,0,0.0
P0000840,75,F,B,sedan,34148,58.3,0.8192,0,0.0
P0000841,36,F,B,suv,33710,17.5,0.7956,0,0.0
P0000842,59,F,B,suv,26230,42.4,0.9228,0,0.0
P0000843,75,F,B,truck,8806,59.1,0.5279,0,0.0
P0000844,20,M,A,sedan,16372,6.5,0.8682,0,0.0
P0000845,18,F,C,truck,27817,3.3,0.5902,1,3498.02
P0000846,18,M,A,sedan,17290,2.7,0.5102,0,0.0
P0000847,27,M,A,sedan,13333,9.4,0.6561,0,0.0
P0000848,21,F,A,truck,6184,4.2,0.6636,0,0.0
P0000849,69,F,C,truck,15498,54.1,0.5963,0,0.0
P0000850,56,M,C,truck,15486,44.6,0.8554,1,3834.74
P0000851,79,M,A,sedan,30224,61.1,0.7795,0,0.0
P0000852,68,M,A,sedan,29315,49.2,0.96,0,0.0
P0000853,78,F,C,suv,8506,59.1,0.8808,0,0.0
P0000854,33,F,B,truck,21099,17.9,0.9131,0,0.0
P0000855,36,F,C,suv,32990,16.9,0.9513,1,2211.91
P0000856,71,M,C,sedan,19777,52.9,0.9032,1,14878.94
